id_student,gender,region,highest_education,imd_band,disability
587192,F,West Midlands Region,Lower Than A Level,60-70%,N
587194,F,South Region,Lower Than A Level,80-90%,N
587195,M,South West Region,Lower Than A Level,30-40%,Y
587219,F,South West Region,A Level or Equivalent,20-30%,N
587223,F,South West Region,A Level or Equivalent,40-50%,N
587226,M,Scotland,Lower Than A Level,10-20,Y
587244,F,South West Region,Lower Than A Level,30-40%,N
587248,M,South West Region,HE Qualification,80-90%,N
587275,M,South West Region,Lower Than A Level,10-20,N
587283,F,South Region,Lower Than A Level,20-30%,N
587285,F,London Region,Lower Than A Level,20-30%,N
587286,M,Ireland,HE Qualification,30-40%,N
587287,M,West Midlands Region,A Level or Equivalent,30-40%,N
587294,M,Yorkshire Region,Lower Than A Level,30-40%,N
587297,F,North Region,A Level or Equivalent,70-80%,N
587308,M,North Western Region,Lower Than A Level,0-10%,N
587310,M,North Western Region,A Level or Equivalent,30-40%,N
587319,M,West Midlands Region,A Level or Equivalent,60-70%,N
587323,M,London Region,A Level or Equivalent,20-30%,N
587324,M,Scotland,A Level or Equivalent,20-30%,N
587330,M,Yorkshire Region,Lower Than A Level,10-20,N
587334,M,West Midlands Region,A Level or Equivalent,0-10%,N
587346,M,Wales,A Level or Equivalent,50-60%,N
587349,F,East Midlands Region,Lower Than A Level,80-90%,N
587362,M,East Anglian Region,A Level or Equivalent,40-50%,N
587369,M,South East Region,HE Qualification,90-100%,N
587374,F,East Anglian Region,A Level or Equivalent,80-90%,N
587375,M,East Anglian Region,A Level or Equivalent,50-60%,N
587377,M,East Midlands Region,A Level or Equivalent,80-90%,Y
587382,M,North Region,A Level or Equivalent,30-40%,N
587391,M,South West Region,A Level or Equivalent,70-80%,N
587403,M,Wales,A Level or Equivalent,80-90%,Y
587409,F,Wales,A Level or Equivalent,60-70%,N
587418,F,North Western Region,A Level or Equivalent,0-10%,N
587423,F,Yorkshire Region,A Level or Equivalent,20-30%,N
587434,F,North Western Region,Lower Than A Level,20-30%,N
587435,M,East Anglian Region,Lower Than A Level,20-30%,N
587446,F,South Region,A Level or Equivalent,80-90%,N
587451,M,Scotland,HE Qualification,40-50%,N
587456,M,South East Region,A Level or Equivalent,40-50%,N
587459,F,Wales,Lower Than A Level,20-30%,N
587462,M,West Midlands Region,Lower Than A Level,10-20,N
587478,F,South West Region,Lower Than A Level,30-40%,N
587506,F,East Anglian Region,Lower Than A Level,10-20,N
587509,M,East Midlands Region,A Level or Equivalent,80-90%,N
587523,F,London Region,Lower Than A Level,20-30%,N
587524,F,Yorkshire Region,A Level or Equivalent,30-40%,N
587529,F,Yorkshire Region,HE Qualification,50-60%,N
587538,F,South East Region,Lower Than A Level,80-90%,N
587547,M,Yorkshire Region,A Level or Equivalent,0-10%,N
587550,M,West Midlands Region,HE Qualification,90-100%,N
587552,F,North Western Region,A Level or Equivalent,0-10%,N
587555,F,East Anglian Region,A Level or Equivalent,80-90%,N
587564,F,Yorkshire Region,A Level or Equivalent,20-30%,N
587571,M,London Region,A Level or Equivalent,0-10%,N
587576,M,North Region,A Level or Equivalent,,N
587579,M,North Region,A Level or Equivalent,60-70%,N
587585,M,London Region,A Level or Equivalent,90-100%,N
587594,M,Scotland,A Level or Equivalent,70-80%,N
587600,M,East Midlands Region,A Level or Equivalent,70-80%,N
587611,M,North Western Region,Lower Than A Level,40-50%,N
587613,F,East Anglian Region,A Level or Equivalent,90-100%,N
587616,M,East Midlands Region,A Level or Equivalent,70-80%,N
587619,M,Scotland,Lower Than A Level,80-90%,N
587621,F,London Region,Lower Than A Level,70-80%,N
587623,F,South West Region,Lower Than A Level,30-40%,N
587633,M,Yorkshire Region,Lower Than A Level,50-60%,N
587641,M,South West Region,A Level or Equivalent,70-80%,N
587654,M,South Region,A Level or Equivalent,80-90%,N
587659,M,Yorkshire Region,HE Qualification,0-10%,N
587665,F,South West Region,Lower Than A Level,30-40%,N
587677,M,East Anglian Region,Lower Than A Level,40-50%,N
587682,M,South West Region,Lower Than A Level,70-80%,N
587685,M,South East Region,Lower Than A Level,70-80%,N
587690,F,London Region,A Level or Equivalent,20-30%,N
587696,M,Wales,Lower Than A Level,30-40%,N
587702,F,South Region,A Level or Equivalent,20-30%,N
587706,M,Scotland,HE Qualification,10-20,N
587714,M,East Anglian Region,A Level or Equivalent,80-90%,N
587722,M,Scotland,Post Graduate Qualification,20-30%,N
587732,F,Yorkshire Region,A Level or Equivalent,10-20,N
587754,F,South Region,A Level or Equivalent,50-60%,N
587755,M,South Region,Lower Than A Level,10-20,N
587772,F,South East Region,A Level or Equivalent,80-90%,N
587777,M,Wales,Lower Than A Level,30-40%,N
587780,F,North Western Region,A Level or Equivalent,50-60%,N
587783,M,East Anglian Region,Lower Than A Level,80-90%,N
587793,F,North Western Region,Lower Than A Level,50-60%,N
587810,F,Wales,Lower Than A Level,30-40%,N
587824,F,London Region,A Level or Equivalent,60-70%,N
587838,F,Ireland,Lower Than A Level,0-10%,N
587848,F,London Region,Post Graduate Qualification,10-20,N
587851,F,East Anglian Region,Lower Than A Level,50-60%,N
587852,F,London Region,A Level or Equivalent,70-80%,N
587859,M,East Anglian Region,Lower Than A Level,50-60%,N
587860,F,North Region,A Level or Equivalent,20-30%,N
587862,M,Scotland,A Level or Equivalent,70-80%,N
587868,F,Yorkshire Region,Lower Than A Level,0-10%,Y
587881,M,London Region,A Level or Equivalent,20-30%,N
587884,M,South West Region,Lower Than A Level,60-70%,N
587900,F,Yorkshire Region,A Level or Equivalent,0-10%,N
587906,M,East Midlands Region,A Level or Equivalent,20-30%,N
587909,F,London Region,Lower Than A Level,30-40%,Y
587911,M,North Western Region,A Level or Equivalent,50-60%,N
587912,M,South West Region,Lower Than A Level,30-40%,N
587923,F,Scotland,Lower Than A Level,70-80%,Y
587934,F,North Western Region,A Level or Equivalent,10-20,Y
587961,F,Yorkshire Region,Lower Than A Level,0-10%,N
587975,F,North Region,A Level or Equivalent,0-10%,N
587976,M,London Region,HE Qualification,20-30%,N
587985,F,London Region,Lower Than A Level,80-90%,N
587989,M,South Region,A Level or Equivalent,80-90%,N
587997,M,South Region,Lower Than A Level,40-50%,N
588008,F,North Western Region,A Level or Equivalent,10-20,N
588013,F,South West Region,HE Qualification,90-100%,N
588014,F,Yorkshire Region,Lower Than A Level,30-40%,Y
588031,M,South West Region,Lower Than A Level,0-10%,N
588033,M,Yorkshire Region,A Level or Equivalent,30-40%,N
588039,F,South East Region,A Level or Equivalent,50-60%,N
588052,M,East Midlands Region,Lower Than A Level,40-50%,N
588058,M,South Region,Lower Than A Level,50-60%,Y
588059,F,East Midlands Region,Lower Than A Level,60-70%,Y
588062,F,London Region,Lower Than A Level,40-50%,N
588078,F,North Western Region,Lower Than A Level,20-30%,N
588086,M,South East Region,A Level or Equivalent,30-40%,N
588096,F,West Midlands Region,Lower Than A Level,80-90%,N
588100,M,Scotland,A Level or Equivalent,40-50%,N
588105,F,West Midlands Region,A Level or Equivalent,70-80%,Y
588106,F,North Region,A Level or Equivalent,10-20,N
588107,M,Ireland,Lower Than A Level,0-10%,N
588117,F,South East Region,A Level or Equivalent,80-90%,N
588125,M,Yorkshire Region,Lower Than A Level,70-80%,N
588128,M,East Anglian Region,A Level or Equivalent,10-20,N
588131,M,East Anglian Region,A Level or Equivalent,70-80%,N
588132,F,South West Region,A Level or Equivalent,40-50%,N
588133,M,West Midlands Region,Lower Than A Level,20-30%,N
588138,F,South East Region,A Level or Equivalent,70-80%,N
588145,M,South East Region,Lower Than A Level,90-100%,N
588146,M,London Region,A Level or Equivalent,30-40%,N
588156,M,West Midlands Region,A Level or Equivalent,80-90%,N
588166,F,North Western Region,A Level or Equivalent,40-50%,N
588170,F,South West Region,A Level or Equivalent,20-30%,N
588175,F,London Region,Lower Than A Level,20-30%,N
588178,M,South West Region,A Level or Equivalent,30-40%,N
588179,M,South East Region,Lower Than A Level,40-50%,N
588182,M,South Region,Lower Than A Level,40-50%,N
588191,F,Yorkshire Region,Lower Than A Level,0-10%,N
588194,F,East Midlands Region,Lower Than A Level,90-100%,N
588197,M,Scotland,A Level or Equivalent,20-30%,N
588198,F,Wales,HE Qualification,10-20,N
588203,M,Yorkshire Region,HE Qualification,40-50%,N
588205,F,London Region,Lower Than A Level,0-10%,N
588207,F,Ireland,Lower Than A Level,60-70%,N
588208,F,South East Region,A Level or Equivalent,40-50%,N
588219,M,South East Region,Lower Than A Level,50-60%,N
588231,M,London Region,Lower Than A Level,40-50%,N
588233,F,South Region,Lower Than A Level,40-50%,N
588236,M,South East Region,A Level or Equivalent,10-20,N
588240,M,West Midlands Region,A Level or Equivalent,60-70%,N
588242,M,South Region,A Level or Equivalent,90-100%,N
588251,M,North Region,A Level or Equivalent,30-40%,N
588252,F,West Midlands Region,Lower Than A Level,10-20,N
588261,M,West Midlands Region,HE Qualification,50-60%,N
588265,F,East Midlands Region,Lower Than A Level,60-70%,N
588274,M,West Midlands Region,A Level or Equivalent,70-80%,N
588280,M,South East Region,A Level or Equivalent,50-60%,N
588289,F,South East Region,Lower Than A Level,70-80%,N
588293,M,West Midlands Region,Lower Than A Level,20-30%,N
588302,F,Scotland,A Level or Equivalent,90-100%,N
588314,F,East Anglian Region,HE Qualification,70-80%,N
588321,F,East Anglian Region,Lower Than A Level,50-60%,N
588352,F,Scotland,HE Qualification,80-90%,N
588355,F,London Region,Lower Than A Level,30-40%,N
588360,M,East Midlands Region,A Level or Equivalent,50-60%,N
588363,F,West Midlands Region,A Level or Equivalent,10-20,N
588367,F,London Region,A Level or Equivalent,40-50%,N
588382,F,North Region,Lower Than A Level,10-20,N
588383,M,Wales,Lower Than A Level,10-20,N
588391,F,East Midlands Region,Lower Than A Level,40-50%,N
588397,M,North Region,A Level or Equivalent,60-70%,N
588402,M,Wales,Lower Than A Level,60-70%,N
588411,F,South West Region,Lower Than A Level,60-70%,N
588430,M,North Region,Lower Than A Level,60-70%,N
588432,F,South West Region,A Level or Equivalent,60-70%,N
588436,M,Yorkshire Region,A Level or Equivalent,30-40%,N
588442,M,North Western Region,Lower Than A Level,0-10%,N
588445,F,East Anglian Region,Lower Than A Level,50-60%,N
588459,F,Wales,Lower Than A Level,40-50%,N
588460,M,East Anglian Region,Lower Than A Level,60-70%,N
588464,M,East Midlands Region,A Level or Equivalent,60-70%,N
588469,F,South Region,Lower Than A Level,50-60%,N
588473,M,East Anglian Region,HE Qualification,20-30%,N
588474,M,North Region,Lower Than A Level,,N
588477,M,Yorkshire Region,HE Qualification,20-30%,N
588482,M,North Region,A Level or Equivalent,30-40%,N
588484,F,Yorkshire Region,A Level or Equivalent,0-10%,N
588485,F,South West Region,A Level or Equivalent,10-20,N
588489,F,Yorkshire Region,Lower Than A Level,10-20,Y
588493,M,Scotland,HE Qualification,90-100%,N
588495,F,South West Region,Lower Than A Level,30-40%,N
588502,M,East Midlands Region,Lower Than A Level,10-20,N
588504,F,North Western Region,Lower Than A Level,0-10%,Y
588505,F,Yorkshire Region,Lower Than A Level,0-10%,N
588522,F,South East Region,Lower Than A Level,60-70%,N
588524,M,Scotland,HE Qualification,70-80%,N
588528,F,South West Region,Lower Than A Level,30-40%,N
588537,M,North Western Region,A Level or Equivalent,40-50%,N
588539,M,North Region,Lower Than A Level,80-90%,N
588540,F,Yorkshire Region,A Level or Equivalent,80-90%,N
588556,M,Yorkshire Region,A Level or Equivalent,40-50%,N
588560,M,South East Region,A Level or Equivalent,10-20,Y
588566,M,East Midlands Region,A Level or Equivalent,20-30%,N
588583,M,London Region,HE Qualification,30-40%,N
588590,F,Scotland,HE Qualification,20-30%,Y
588592,F,Wales,Lower Than A Level,20-30%,Y
588597,M,Yorkshire Region,A Level or Equivalent,10-20,N
588628,M,South West Region,A Level or Equivalent,60-70%,N
588642,F,London Region,A Level or Equivalent,0-10%,N
588658,F,Ireland,HE Qualification,,N
588672,F,Scotland,HE Qualification,30-40%,N
588676,M,Scotland,HE Qualification,80-90%,N
588685,F,Scotland,HE Qualification,50-60%,Y
588691,F,East Midlands Region,Lower Than A Level,20-30%,N
588694,M,North Region,Lower Than A Level,70-80%,N
588706,M,London Region,Lower Than A Level,60-70%,N
588707,F,Wales,A Level or Equivalent,60-70%,N
588710,M,North Western Region,Lower Than A Level,40-50%,N
588713,F,Scotland,Lower Than A Level,0-10%,N
588749,M,Yorkshire Region,Lower Than A Level,50-60%,N
588752,M,North Region,A Level or Equivalent,30-40%,N
588765,M,South West Region,A Level or Equivalent,60-70%,N
588775,M,South West Region,A Level or Equivalent,90-100%,N
588781,F,Yorkshire Region,Lower Than A Level,50-60%,N
588796,M,London Region,Lower Than A Level,30-40%,N
588815,F,South West Region,A Level or Equivalent,0-10%,Y
588824,F,Scotland,HE Qualification,20-30%,Y
588835,M,Scotland,Lower Than A Level,50-60%,N
588842,M,London Region,A Level or Equivalent,30-40%,N
588846,M,North Western Region,HE Qualification,90-100%,N
588850,M,East Anglian Region,A Level or Equivalent,80-90%,N
588852,M,London Region,Lower Than A Level,40-50%,N
588883,F,South West Region,A Level or Equivalent,30-40%,N
588884,M,South Region,A Level or Equivalent,10-20,N
588910,F,Wales,HE Qualification,90-100%,N
588913,M,North Western Region,HE Qualification,0-10%,N
588914,M,North Western Region,Lower Than A Level,40-50%,N
588925,M,North Western Region,A Level or Equivalent,20-30%,N
588940,M,South Region,A Level or Equivalent,60-70%,N
588942,M,West Midlands Region,HE Qualification,90-100%,N
588944,M,North Western Region,A Level or Equivalent,20-30%,N
588954,M,Wales,A Level or Equivalent,0-10%,N
588956,M,South East Region,HE Qualification,70-80%,N
588963,F,North Region,A Level or Equivalent,80-90%,N
588969,F,South East Region,A Level or Equivalent,60-70%,N
588971,M,South West Region,A Level or Equivalent,50-60%,N
588974,M,West Midlands Region,Lower Than A Level,10-20,N
588991,M,Yorkshire Region,A Level or Equivalent,20-30%,N
589001,M,East Anglian Region,Lower Than A Level,30-40%,N
589003,M,South East Region,A Level or Equivalent,30-40%,N
589007,F,Yorkshire Region,A Level or Equivalent,20-30%,N
589009,F,South West Region,Lower Than A Level,20-30%,N
589014,M,Scotland,HE Qualification,60-70%,N
589016,M,Yorkshire Region,A Level or Equivalent,80-90%,N
589017,M,South West Region,A Level or Equivalent,90-100%,N
589018,M,Scotland,Lower Than A Level,20-30%,N
589019,M,West Midlands Region,A Level or Equivalent,70-80%,N
589023,M,North Region,A Level or Equivalent,,N
589029,M,South Region,Lower Than A Level,90-100%,N
589033,M,Scotland,HE Qualification,0-10%,N
589048,F,South West Region,Lower Than A Level,10-20,N
589053,F,London Region,Lower Than A Level,30-40%,N
589055,F,North Region,Lower Than A Level,,N
589067,F,South West Region,Lower Than A Level,40-50%,N
589080,M,North Region,HE Qualification,,N
589083,M,Scotland,HE Qualification,30-40%,N
589099,M,East Midlands Region,Lower Than A Level,40-50%,N
589108,M,South East Region,Lower Than A Level,20-30%,Y
589123,F,South West Region,HE Qualification,50-60%,N
589126,F,South Region,A Level or Equivalent,70-80%,N
589133,F,South Region,Lower Than A Level,90-100%,N
589147,M,South East Region,A Level or Equivalent,60-70%,N
589154,F,East Anglian Region,HE Qualification,20-30%,N
589162,M,London Region,A Level or Equivalent,0-10%,N
589171,F,Scotland,Lower Than A Level,50-60%,N
589178,M,South Region,Lower Than A Level,40-50%,N
589196,M,Scotland,Lower Than A Level,10-20,N
589198,M,South Region,Lower Than A Level,80-90%,N
589211,M,Scotland,A Level or Equivalent,70-80%,N
589212,M,South West Region,A Level or Equivalent,10-20,Y
589216,M,Ireland,A Level or Equivalent,60-70%,N
589220,F,South East Region,HE Qualification,60-70%,N
589223,M,London Region,A Level or Equivalent,30-40%,N
589234,F,South East Region,A Level or Equivalent,70-80%,N
589239,F,Yorkshire Region,Lower Than A Level,10-20,N
589260,M,North Western Region,Lower Than A Level,20-30%,N
589263,M,North Region,A Level or Equivalent,60-70%,N
589267,M,West Midlands Region,HE Qualification,70-80%,N
589279,M,South East Region,A Level or Equivalent,80-90%,N
589295,M,North Region,A Level or Equivalent,10-20,N
589296,M,North Western Region,Lower Than A Level,80-90%,N
589300,F,North Western Region,Lower Than A Level,60-70%,N
589302,F,Wales,A Level or Equivalent,10-20,N
589303,M,North Region,HE Qualification,,N
589326,M,North Region,A Level or Equivalent,,N
589327,M,Scotland,HE Qualification,70-80%,N
589332,F,Scotland,A Level or Equivalent,40-50%,N
589333,F,South Region,A Level or Equivalent,40-50%,N
589377,F,North Western Region,A Level or Equivalent,20-30%,N
589380,M,Wales,HE Qualification,10-20,N
589389,M,South West Region,Lower Than A Level,40-50%,N
589390,F,South West Region,Lower Than A Level,30-40%,N
589395,M,North Region,Lower Than A Level,30-40%,Y
589409,M,Wales,A Level or Equivalent,60-70%,N
589411,F,Yorkshire Region,A Level or Equivalent,40-50%,N
589438,F,South West Region,HE Qualification,30-40%,N
589441,M,South Region,Lower Than A Level,70-80%,N
589444,F,South West Region,A Level or Equivalent,40-50%,N
589445,M,South East Region,Lower Than A Level,40-50%,N
589449,M,North Western Region,A Level or Equivalent,50-60%,N
589454,M,North Western Region,A Level or Equivalent,0-10%,N
589458,F,West Midlands Region,A Level or Equivalent,40-50%,N
589463,F,South East Region,HE Qualification,80-90%,N
589469,M,South Region,A Level or Equivalent,90-100%,N
589471,F,South Region,Lower Than A Level,90-100%,N
589472,M,Yorkshire Region,Lower Than A Level,20-30%,N
589474,M,London Region,Lower Than A Level,0-10%,N
589484,M,North Western Region,Lower Than A Level,0-10%,N
589490,M,West Midlands Region,Lower Than A Level,70-80%,N
589493,F,Yorkshire Region,A Level or Equivalent,0-10%,N
589503,F,North Region,Lower Than A Level,,N
589506,M,North Region,A Level or Equivalent,40-50%,N
589507,F,South West Region,Lower Than A Level,80-90%,N
589508,F,South East Region,HE Qualification,20-30%,Y
589509,F,Scotland,HE Qualification,20-30%,N
589517,F,West Midlands Region,A Level or Equivalent,40-50%,N
589523,M,East Anglian Region,Lower Than A Level,80-90%,Y
589525,F,East Midlands Region,A Level or Equivalent,60-70%,Y
589531,F,West Midlands Region,A Level or Equivalent,10-20,Y
589548,M,Scotland,Lower Than A Level,0-10%,N
589554,F,Yorkshire Region,A Level or Equivalent,90-100%,N
589555,M,East Midlands Region,A Level or Equivalent,80-90%,N
589557,F,Wales,A Level or Equivalent,50-60%,N
589558,F,London Region,Lower Than A Level,30-40%,N
589559,M,East Anglian Region,A Level or Equivalent,20-30%,N
589562,M,London Region,No Formal quals,10-20,N
589565,F,South Region,Lower Than A Level,80-90%,N
589569,M,East Anglian Region,Lower Than A Level,40-50%,N
589578,M,North Region,Lower Than A Level,,N
589580,F,Scotland,HE Qualification,30-40%,N
589582,M,Scotland,A Level or Equivalent,20-30%,N
589583,M,Wales,HE Qualification,30-40%,N
589584,M,West Midlands Region,A Level or Equivalent,10-20,N
589585,F,East Midlands Region,Lower Than A Level,40-50%,N
589587,M,North Region,Lower Than A Level,,N
589594,M,Scotland,A Level or Equivalent,80-90%,N
589605,M,London Region,A Level or Equivalent,50-60%,N
589621,F,South East Region,A Level or Equivalent,90-100%,N
589630,M,East Anglian Region,Lower Than A Level,30-40%,N
589634,M,South West Region,A Level or Equivalent,60-70%,N
589665,M,South West Region,Lower Than A Level,10-20,N
589690,F,East Midlands Region,A Level or Equivalent,30-40%,N
589691,M,Yorkshire Region,A Level or Equivalent,30-40%,N
589702,F,Yorkshire Region,Lower Than A Level,0-10%,N
589707,M,North Region,Lower Than A Level,,N
589722,M,Ireland,A Level or Equivalent,50-60%,N
589723,F,South Region,A Level or Equivalent,60-70%,N
589734,F,West Midlands Region,A Level or Equivalent,0-10%,N
589744,M,West Midlands Region,Lower Than A Level,10-20,N
589748,F,South East Region,Lower Than A Level,50-60%,N
589749,F,Wales,Lower Than A Level,0-10%,N
589768,M,Yorkshire Region,A Level or Equivalent,10-20,N
589778,M,South East Region,A Level or Equivalent,10-20,Y
589782,M,North Western Region,HE Qualification,30-40%,N
589798,M,East Anglian Region,Lower Than A Level,30-40%,N
589799,M,Wales,Lower Than A Level,80-90%,N
589810,F,South Region,A Level or Equivalent,80-90%,N
589828,M,East Anglian Region,Lower Than A Level,60-70%,Y
589843,M,London Region,Lower Than A Level,30-40%,N
589845,F,East Anglian Region,Lower Than A Level,80-90%,N
589856,M,East Anglian Region,A Level or Equivalent,90-100%,N
589860,M,North Region,HE Qualification,,N
589862,F,North Western Region,Lower Than A Level,40-50%,N
589875,M,South Region,Lower Than A Level,80-90%,N
589894,M,Scotland,A Level or Equivalent,80-90%,N
589902,M,South East Region,Lower Than A Level,60-70%,N
589903,F,West Midlands Region,A Level or Equivalent,80-90%,N
589914,M,North Region,Lower Than A Level,,N
589919,F,West Midlands Region,Lower Than A Level,60-70%,N
589927,F,South Region,Lower Than A Level,10-20,N
589932,F,East Anglian Region,Lower Than A Level,40-50%,N
589935,F,London Region,A Level or Equivalent,80-90%,N
589948,M,London Region,Lower Than A Level,20-30%,N
589950,F,Wales,Lower Than A Level,10-20,N
589956,M,South Region,Lower Than A Level,,N
589963,M,Scotland,Lower Than A Level,30-40%,N
589968,F,East Midlands Region,Lower Than A Level,0-10%,N
589973,F,London Region,Lower Than A Level,30-40%,Y
589990,F,South East Region,Lower Than A Level,60-70%,Y
589997,F,South West Region,A Level or Equivalent,80-90%,N
590017,M,East Anglian Region,HE Qualification,80-90%,N
590018,F,North Western Region,Lower Than A Level,0-10%,N
590028,F,East Anglian Region,HE Qualification,60-70%,N
590034,F,South Region,Lower Than A Level,70-80%,N
590046,F,East Midlands Region,Lower Than A Level,70-80%,N
590072,M,Scotland,A Level or Equivalent,70-80%,N
590086,F,Scotland,A Level or Equivalent,90-100%,N
590107,F,London Region,Lower Than A Level,20-30%,N
590110,F,East Midlands Region,A Level or Equivalent,10-20,N
590120,F,Scotland,HE Qualification,40-50%,N
590122,F,Scotland,A Level or Equivalent,60-70%,N
590127,F,South Region,A Level or Equivalent,10-20,N
590128,M,South Region,HE Qualification,20-30%,N
590147,F,East Midlands Region,Lower Than A Level,10-20,N
590177,M,South West Region,Lower Than A Level,70-80%,N
590184,M,North Western Region,A Level or Equivalent,20-30%,N
590188,M,West Midlands Region,Lower Than A Level,10-20,N
590189,M,London Region,A Level or Equivalent,0-10%,N
590202,F,Scotland,HE Qualification,50-60%,N
590213,F,West Midlands Region,Lower Than A Level,0-10%,N
590215,F,North Western Region,HE Qualification,50-60%,N
590226,M,North Region,A Level or Equivalent,40-50%,Y
590227,F,East Anglian Region,HE Qualification,30-40%,N
590231,F,Scotland,Lower Than A Level,30-40%,N
590235,M,North Western Region,A Level or Equivalent,40-50%,N
590241,M,West Midlands Region,A Level or Equivalent,0-10%,N
590244,F,Scotland,HE Qualification,30-40%,N
590248,F,Yorkshire Region,Lower Than A Level,30-40%,N
590251,M,East Anglian Region,A Level or Equivalent,40-50%,N
590289,M,London Region,A Level or Equivalent,10-20,N
590305,F,Yorkshire Region,HE Qualification,0-10%,N
590308,F,East Midlands Region,A Level or Equivalent,60-70%,N
590310,F,East Midlands Region,Lower Than A Level,0-10%,N
590325,F,Scotland,Lower Than A Level,80-90%,N
590328,M,South East Region,HE Qualification,70-80%,N
590340,F,North Region,Lower Than A Level,0-10%,N
590353,F,South Region,A Level or Equivalent,90-100%,N
590360,F,Ireland,Lower Than A Level,40-50%,N
590362,F,Scotland,A Level or Equivalent,60-70%,N
590365,F,Scotland,HE Qualification,60-70%,N
590370,M,Ireland,Lower Than A Level,,N
590372,F,North Region,HE Qualification,40-50%,N
590380,M,East Midlands Region,A Level or Equivalent,40-50%,Y
590381,M,East Anglian Region,Lower Than A Level,20-30%,N
590392,M,East Midlands Region,A Level or Equivalent,80-90%,Y
590397,F,Ireland,A Level or Equivalent,,N
590402,M,Yorkshire Region,A Level or Equivalent,70-80%,N
590403,F,Scotland,HE Qualification,70-80%,N
590408,F,London Region,Lower Than A Level,0-10%,Y
590410,F,South West Region,A Level or Equivalent,30-40%,Y
590416,F,London Region,HE Qualification,20-30%,N
590420,M,East Midlands Region,Lower Than A Level,50-60%,N
590436,M,North Western Region,HE Qualification,0-10%,N
590443,F,South West Region,A Level or Equivalent,30-40%,N
590444,F,South Region,A Level or Equivalent,50-60%,N
590445,F,South West Region,Lower Than A Level,70-80%,N
590461,F,West Midlands Region,A Level or Equivalent,90-100%,N
590462,M,North Western Region,A Level or Equivalent,0-10%,N
590464,M,Ireland,A Level or Equivalent,50-60%,N
590466,M,West Midlands Region,A Level or Equivalent,60-70%,N
590478,F,East Midlands Region,Lower Than A Level,30-40%,N
590482,M,North Region,HE Qualification,,N
590494,M,West Midlands Region,Lower Than A Level,0-10%,N
590499,M,North Region,HE Qualification,,N
590502,F,Wales,No Formal quals,30-40%,N
590504,M,East Anglian Region,A Level or Equivalent,80-90%,N
590508,F,South West Region,A Level or Equivalent,10-20,N
590519,F,North Western Region,A Level or Equivalent,80-90%,N
590520,F,South West Region,No Formal quals,30-40%,N
590540,M,North Region,Lower Than A Level,0-10%,N
590541,F,Wales,A Level or Equivalent,50-60%,N
590543,M,South Region,Lower Than A Level,40-50%,N
590545,M,North Region,Post Graduate Qualification,,N
590548,M,South West Region,Lower Than A Level,0-10%,Y
590555,F,North Western Region,A Level or Equivalent,0-10%,N
590562,F,South West Region,A Level or Equivalent,40-50%,N
590571,M,North Region,A Level or Equivalent,0-10%,N
590590,F,South West Region,Lower Than A Level,20-30%,N
590593,F,North Western Region,Lower Than A Level,10-20,N
590604,M,Scotland,HE Qualification,20-30%,N
590616,M,South West Region,A Level or Equivalent,60-70%,N
590625,F,Wales,Lower Than A Level,10-20,N
590626,M,Scotland,Lower Than A Level,60-70%,N
590632,F,Wales,A Level or Equivalent,90-100%,N
590662,F,East Midlands Region,A Level or Equivalent,80-90%,N
590667,F,West Midlands Region,A Level or Equivalent,30-40%,N
590668,F,Yorkshire Region,Lower Than A Level,50-60%,N
590676,M,South East Region,No Formal quals,20-30%,N
590680,F,Yorkshire Region,A Level or Equivalent,10-20,N
590699,M,East Anglian Region,HE Qualification,80-90%,N
590701,M,North Region,A Level or Equivalent,,Y
590707,M,Yorkshire Region,Lower Than A Level,60-70%,N
590711,F,East Anglian Region,Lower Than A Level,40-50%,N
590713,F,East Midlands Region,Lower Than A Level,70-80%,N
590714,M,North Region,A Level or Equivalent,,N
590739,F,West Midlands Region,Lower Than A Level,20-30%,N
590744,F,Scotland,HE Qualification,10-20,N
590749,M,East Anglian Region,Lower Than A Level,30-40%,Y
590753,M,North Western Region,A Level or Equivalent,10-20,N
590758,F,East Midlands Region,Lower Than A Level,40-50%,N
590762,M,Scotland,A Level or Equivalent,30-40%,N
590764,F,East Anglian Region,Lower Than A Level,90-100%,N
590789,F,North Region,HE Qualification,,N
590798,M,South Region,HE Qualification,30-40%,N
590811,M,Ireland,Lower Than A Level,10-20,N
590812,F,Wales,Lower Than A Level,0-10%,N
590815,M,North Region,A Level or Equivalent,0-10%,N
590818,M,West Midlands Region,A Level or Equivalent,80-90%,N
590824,F,Yorkshire Region,Lower Than A Level,80-90%,N
590828,F,South East Region,A Level or Equivalent,20-30%,Y
590835,F,East Midlands Region,A Level or Equivalent,60-70%,N
590836,F,South West Region,A Level or Equivalent,60-70%,N
590837,M,North Western Region,Lower Than A Level,30-40%,N
590849,M,North Western Region,A Level or Equivalent,20-30%,N
590854,F,North Region,HE Qualification,0-10%,N
590864,F,London Region,A Level or Equivalent,10-20,N
590867,M,London Region,A Level or Equivalent,40-50%,N
590870,F,South East Region,A Level or Equivalent,30-40%,N
590877,M,South East Region,Lower Than A Level,40-50%,N
590881,M,East Anglian Region,Lower Than A Level,30-40%,N
590882,M,South Region,Lower Than A Level,70-80%,N
590886,M,North Western Region,HE Qualification,20-30%,N
590898,M,West Midlands Region,A Level or Equivalent,0-10%,N
