code_module,code_presentation,id_student,studied_credits,num_of_prev_attempts,final_result,date_registration,date_unregistration,classification,revenue_status,base_revenue,extra_revenue,total_revenue
DDD,2014J,507478,60,2,Fail,-86.0,,Fail,resit_fee_revenue,600,300.0,900.0
DDD,2014J,507576,60,0,Withdrawn,-130.0,-16.0,Withdrawn,revenue_refunded,600,0.0,150.0
DDD,2014J,508615,60,2,Fail,-80.0,,Fail,resit_fee_revenue,600,300.0,900.0
DDD,2014J,508829,60,0,Withdrawn,-38.0,152.0,Withdrawn,revenue_lost,600,0.0,600.0
DDD,2014J,508859,60,0,Pass,-73.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,508872,60,1,Fail,-17.0,,Fail,resit_fee_revenue,600,300.0,900.0
DDD,2014J,509933,60,0,Fail,-50.0,,Fail,resit_fee_revenue,600,300.0,900.0
DDD,2014J,509998,120,0,Withdrawn,-109.0,,Withdrawn,revenue_lost,1200,0.0,1200.0
DDD,2014J,510424,60,0,Pass,-24.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,510456,60,0,Distinction,-85.0,,Distinction,revenue_secured,600,0.0,600.0
DDD,2014J,510532,90,1,Withdrawn,-29.0,12.0,Withdrawn,revenue_refunded,900,0.0,225.0
DDD,2014J,511345,60,0,Pass,-116.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,511676,60,0,Fail,-100.0,,Fail,resit_fee_revenue,600,300.0,900.0
DDD,2014J,512046,60,0,Pass,-94.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,513283,60,1,Withdrawn,-74.0,150.0,Withdrawn,revenue_lost,600,0.0,600.0
DDD,2014J,513356,120,2,Withdrawn,-81.0,-72.0,Withdrawn,revenue_refunded,1200,0.0,300.0
DDD,2014J,514277,60,1,Distinction,-162.0,,Distinction,revenue_secured,600,0.0,600.0
DDD,2014J,514324,120,1,Fail,-39.0,,Fail,resit_fee_revenue,1200,600.0,1800.0
DDD,2014J,515052,60,0,Fail,-95.0,,Fail,resit_fee_revenue,600,300.0,900.0
DDD,2014J,515645,90,0,Fail,-92.0,,Fail,resit_fee_revenue,900,450.0,1350.0
DDD,2014J,516405,60,0,Withdrawn,-155.0,67.0,Withdrawn,revenue_lost,600,0.0,600.0
DDD,2014J,516562,75,0,Fail,-17.0,,Fail,resit_fee_revenue,750,375.0,1125.0
DDD,2014J,518244,60,0,Pass,-128.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,519116,120,0,Withdrawn,-116.0,96.0,Withdrawn,revenue_lost,1200,0.0,1200.0
DDD,2014J,519941,60,0,Withdrawn,-39.0,145.0,Withdrawn,revenue_lost,600,0.0,600.0
DDD,2014J,520349,60,2,Pass,-80.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,523762,120,0,Pass,-28.0,,Pass,revenue_secured,1200,0.0,1200.0
DDD,2014J,523817,90,0,Withdrawn,-147.0,58.0,Withdrawn,revenue_lost,900,0.0,900.0
DDD,2014J,524020,60,1,Withdrawn,-35.0,12.0,Withdrawn,revenue_refunded,600,0.0,150.0
DDD,2014J,524427,120,0,Pass,-30.0,,Pass,revenue_secured,1200,0.0,1200.0
DDD,2014J,525068,60,0,Distinction,-43.0,,Distinction,revenue_secured,600,0.0,600.0
DDD,2014J,525870,60,0,Pass,-142.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,526352,90,2,Pass,-42.0,,Pass,revenue_secured,900,0.0,900.0
DDD,2014J,526699,90,2,Withdrawn,-22.0,12.0,Withdrawn,revenue_refunded,900,0.0,225.0
DDD,2014J,526912,60,0,Withdrawn,-71.0,235.0,Withdrawn,revenue_lost,600,0.0,600.0
DDD,2014J,528175,120,0,Withdrawn,-95.0,51.0,Withdrawn,revenue_lost,1200,0.0,1200.0
DDD,2014J,528363,60,0,Withdrawn,-161.0,150.0,Withdrawn,revenue_lost,600,0.0,600.0
DDD,2014J,528535,90,1,Withdrawn,-135.0,199.0,Withdrawn,revenue_lost,900,0.0,900.0
DDD,2014J,529789,60,1,Withdrawn,-88.0,12.0,Withdrawn,revenue_refunded,600,0.0,150.0
DDD,2014J,529885,150,0,Withdrawn,-130.0,-5.0,Withdrawn,revenue_refunded,1500,0.0,375.0
DDD,2014J,530807,120,0,Withdrawn,-56.0,-8.0,Withdrawn,revenue_refunded,1200,0.0,300.0
DDD,2014J,531646,60,0,Fail,-59.0,,Fail,resit_fee_revenue,600,300.0,900.0
DDD,2014J,532236,60,0,Pass,-22.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,534827,60,0,Withdrawn,-73.0,5.0,Withdrawn,revenue_refunded,600,0.0,150.0
DDD,2014J,535220,60,1,Fail,-163.0,,Fail,resit_fee_revenue,600,300.0,900.0
DDD,2014J,535351,60,1,Fail,-59.0,,Fail,resit_fee_revenue,600,300.0,900.0
DDD,2014J,536296,60,0,Pass,-113.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,536736,120,0,Withdrawn,-81.0,12.0,Withdrawn,revenue_refunded,1200,0.0,300.0
DDD,2014J,537463,150,0,Withdrawn,-72.0,32.0,Withdrawn,revenue_lost,1500,0.0,1500.0
DDD,2014J,537577,60,0,Pass,-25.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,540821,60,0,Fail,-73.0,,Fail,resit_fee_revenue,600,300.0,900.0
DDD,2014J,540885,240,0,Withdrawn,-121.0,3.0,Withdrawn,revenue_refunded,2400,0.0,600.0
DDD,2014J,543478,120,0,Fail,-39.0,,Fail,resit_fee_revenue,1200,600.0,1800.0
DDD,2014J,543976,120,1,Withdrawn,-151.0,47.0,Withdrawn,revenue_lost,1200,0.0,1200.0
DDD,2014J,544612,180,0,Withdrawn,-162.0,110.0,Withdrawn,revenue_lost,1800,0.0,1800.0
DDD,2014J,544649,60,2,Withdrawn,-136.0,214.0,Withdrawn,revenue_lost,600,0.0,600.0
DDD,2014J,545127,120,0,Withdrawn,-27.0,12.0,Withdrawn,revenue_refunded,1200,0.0,300.0
DDD,2014J,545752,60,0,Fail,-22.0,,Fail,resit_fee_revenue,600,300.0,900.0
DDD,2014J,546299,60,1,Fail,-24.0,,Fail,resit_fee_revenue,600,300.0,900.0
DDD,2014J,546773,60,0,Fail,-49.0,,Fail,resit_fee_revenue,600,300.0,900.0
DDD,2014J,547464,120,0,Withdrawn,-94.0,12.0,Withdrawn,revenue_refunded,1200,0.0,300.0
DDD,2014J,547786,120,1,Fail,-30.0,,Fail,resit_fee_revenue,1200,600.0,1800.0
DDD,2014J,548486,60,1,Withdrawn,-32.0,9.0,Withdrawn,revenue_refunded,600,0.0,150.0
DDD,2014J,548851,60,1,Withdrawn,-109.0,12.0,Withdrawn,revenue_refunded,600,0.0,150.0
DDD,2014J,549337,60,1,Fail,-130.0,,Fail,resit_fee_revenue,600,300.0,900.0
DDD,2014J,549626,60,0,Withdrawn,-38.0,237.0,Withdrawn,revenue_lost,600,0.0,600.0
DDD,2014J,550142,60,2,Fail,-109.0,,Fail,resit_fee_revenue,600,300.0,900.0
DDD,2014J,550358,60,0,Fail,-67.0,,Fail,resit_fee_revenue,600,300.0,900.0
DDD,2014J,550380,60,1,Fail,-128.0,,Fail,resit_fee_revenue,600,300.0,900.0
DDD,2014J,551332,120,0,Withdrawn,-136.0,112.0,Withdrawn,revenue_lost,1200,0.0,1200.0
DDD,2014J,551440,60,0,Fail,-88.0,,Fail,resit_fee_revenue,600,300.0,900.0
DDD,2014J,551595,220,0,Withdrawn,-45.0,12.0,Withdrawn,revenue_refunded,2200,0.0,550.0
DDD,2014J,552114,120,1,Fail,-67.0,,Fail,resit_fee_revenue,1200,600.0,1800.0
DDD,2014J,552965,120,0,Pass,-64.0,,Pass,revenue_secured,1200,0.0,1200.0
DDD,2014J,553367,60,0,Pass,-36.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,553576,150,0,Withdrawn,-156.0,53.0,Withdrawn,revenue_lost,1500,0.0,1500.0
DDD,2014J,554215,120,0,Withdrawn,-72.0,3.0,Withdrawn,revenue_refunded,1200,0.0,300.0
DDD,2014J,554407,120,0,Withdrawn,-154.0,-8.0,Withdrawn,revenue_refunded,1200,0.0,300.0
DDD,2014J,554746,60,0,Fail,-113.0,,Fail,resit_fee_revenue,600,300.0,900.0
DDD,2014J,554863,60,0,Pass,-45.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,554885,90,1,Withdrawn,-27.0,12.0,Withdrawn,revenue_refunded,900,0.0,225.0
DDD,2014J,555132,90,1,Withdrawn,-21.0,109.0,Withdrawn,revenue_lost,900,0.0,900.0
DDD,2014J,555989,90,0,Pass,-24.0,,Pass,revenue_secured,900,0.0,900.0
DDD,2014J,556007,90,1,Fail,-22.0,,Fail,resit_fee_revenue,900,450.0,1350.0
DDD,2014J,556374,60,1,Fail,-29.0,,Fail,resit_fee_revenue,600,300.0,900.0
DDD,2014J,556514,60,0,Pass,-45.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,557083,120,1,Withdrawn,-156.0,,Withdrawn,revenue_lost,1200,0.0,1200.0
DDD,2014J,557237,120,1,Pass,-99.0,,Pass,revenue_secured,1200,0.0,1200.0
DDD,2014J,557389,60,0,Pass,-81.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,557474,60,1,Withdrawn,-12.0,193.0,Withdrawn,revenue_lost,600,0.0,600.0
DDD,2014J,559447,60,0,Pass,-56.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,559707,60,0,Fail,-67.0,,Fail,resit_fee_revenue,600,300.0,900.0
DDD,2014J,559852,60,0,Pass,-144.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,559882,120,0,Withdrawn,-36.0,-15.0,Withdrawn,revenue_refunded,1200,0.0,300.0
DDD,2014J,560301,60,0,Pass,-23.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,561848,120,1,Fail,-80.0,,Fail,resit_fee_revenue,1200,600.0,1800.0
DDD,2014J,561904,60,0,Pass,-109.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,562100,60,1,Withdrawn,-135.0,150.0,Withdrawn,revenue_lost,600,0.0,600.0
DDD,2014J,562619,210,0,Withdrawn,-114.0,54.0,Withdrawn,revenue_lost,2100,0.0,2100.0
DDD,2014J,562827,60,0,Withdrawn,-81.0,94.0,Withdrawn,revenue_lost,600,0.0,600.0
DDD,2014J,562890,120,0,Withdrawn,-151.0,5.0,Withdrawn,revenue_refunded,1200,0.0,300.0
DDD,2014J,563453,60,0,Pass,-39.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,563595,60,0,Fail,-14.0,,Fail,resit_fee_revenue,600,300.0,900.0
DDD,2014J,563710,60,0,Withdrawn,-38.0,-1.0,Withdrawn,revenue_refunded,600,0.0,150.0
DDD,2014J,563845,60,0,Distinction,-85.0,,Distinction,revenue_secured,600,0.0,600.0
DDD,2014J,563847,60,1,Fail,-151.0,,Fail,resit_fee_revenue,600,300.0,900.0
DDD,2014J,564000,60,1,Withdrawn,-23.0,156.0,Withdrawn,revenue_lost,600,0.0,600.0
DDD,2014J,564643,120,1,Withdrawn,-80.0,12.0,Withdrawn,revenue_refunded,1200,0.0,300.0
DDD,2014J,565006,60,0,Fail,-71.0,,Fail,resit_fee_revenue,600,300.0,900.0
DDD,2014J,565209,90,0,Pass,-67.0,,Pass,revenue_secured,900,0.0,900.0
DDD,2014J,565446,60,0,Pass,-21.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,566134,60,1,Withdrawn,-116.0,37.0,Withdrawn,revenue_lost,600,0.0,600.0
DDD,2014J,566300,60,0,Pass,-87.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,566482,120,1,Withdrawn,-161.0,213.0,Withdrawn,revenue_lost,1200,0.0,1200.0
DDD,2014J,566553,60,1,Fail,-122.0,,Fail,resit_fee_revenue,600,300.0,900.0
DDD,2014J,566560,205,0,Withdrawn,-64.0,-54.0,Withdrawn,revenue_refunded,2050,0.0,512.5
DDD,2014J,566712,120,0,Withdrawn,-35.0,11.0,Withdrawn,revenue_refunded,1200,0.0,300.0
DDD,2014J,567176,60,1,Fail,-94.0,,Fail,resit_fee_revenue,600,300.0,900.0
DDD,2014J,567281,90,0,Withdrawn,-22.0,12.0,Withdrawn,revenue_refunded,900,0.0,225.0
DDD,2014J,567285,60,1,Pass,-78.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,567597,90,0,Withdrawn,-53.0,-8.0,Withdrawn,revenue_refunded,900,0.0,225.0
DDD,2014J,568103,60,0,Pass,-99.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,568297,60,0,Fail,-71.0,,Fail,resit_fee_revenue,600,300.0,900.0
DDD,2014J,568415,120,0,Withdrawn,-63.0,170.0,Withdrawn,revenue_lost,1200,0.0,1200.0
DDD,2014J,568446,60,0,Distinction,-63.0,,Distinction,revenue_secured,600,0.0,600.0
DDD,2014J,569633,90,0,Pass,-32.0,,Pass,revenue_secured,900,0.0,900.0
DDD,2014J,569737,60,0,Pass,-67.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,569749,90,0,Withdrawn,-162.0,53.0,Withdrawn,revenue_lost,900,0.0,900.0
DDD,2014J,569840,60,1,Pass,-94.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,570119,90,0,Pass,-49.0,,Pass,revenue_secured,900,0.0,900.0
DDD,2014J,570411,60,0,Pass,-30.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,570863,60,0,Pass,-102.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,571292,60,1,Fail,-150.0,,Fail,resit_fee_revenue,600,300.0,900.0
DDD,2014J,571382,60,1,Withdrawn,-134.0,73.0,Withdrawn,revenue_lost,600,0.0,600.0
DDD,2014J,571644,60,0,Pass,-128.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,572043,60,1,Withdrawn,-161.0,-38.0,Withdrawn,revenue_refunded,600,0.0,150.0
DDD,2014J,572156,60,1,Pass,-141.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,572281,60,1,Pass,-156.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,572413,120,0,Withdrawn,-144.0,-40.0,Withdrawn,revenue_refunded,1200,0.0,300.0
DDD,2014J,572414,60,2,Withdrawn,-58.0,159.0,Withdrawn,revenue_lost,600,0.0,600.0
DDD,2014J,572430,150,0,Pass,-109.0,,Pass,revenue_secured,1500,0.0,1500.0
DDD,2014J,572434,60,0,Pass,-120.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,572722,60,0,Withdrawn,-30.0,-1.0,Withdrawn,revenue_refunded,600,0.0,150.0
DDD,2014J,572880,60,1,Fail,-131.0,,Fail,resit_fee_revenue,600,300.0,900.0
DDD,2014J,573328,60,0,Fail,-129.0,,Fail,resit_fee_revenue,600,300.0,900.0
DDD,2014J,573646,60,1,Fail,-113.0,,Fail,resit_fee_revenue,600,300.0,900.0
DDD,2014J,573742,60,0,Pass,-58.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,573969,60,0,Pass,-65.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,574347,60,0,Pass,-32.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,574431,120,0,Fail,-30.0,,Fail,resit_fee_revenue,1200,600.0,1800.0
DDD,2014J,574612,60,0,Fail,-147.0,,Fail,resit_fee_revenue,600,300.0,900.0
DDD,2014J,574843,60,0,Withdrawn,-120.0,163.0,Withdrawn,revenue_lost,600,0.0,600.0
DDD,2014J,574866,60,1,Withdrawn,-44.0,65.0,Withdrawn,revenue_lost,600,0.0,600.0
DDD,2014J,574928,120,0,Pass,-108.0,,Pass,revenue_secured,1200,0.0,1200.0
DDD,2014J,575009,60,0,Pass,-162.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,575200,120,0,Withdrawn,-60.0,73.0,Withdrawn,revenue_lost,1200,0.0,1200.0
DDD,2014J,575272,70,0,Withdrawn,-84.0,-38.0,Withdrawn,revenue_refunded,700,0.0,175.0
DDD,2014J,575337,120,1,Withdrawn,-80.0,156.0,Withdrawn,revenue_lost,1200,0.0,1200.0
DDD,2014J,575380,60,0,Pass,-49.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,575398,90,0,Fail,-42.0,,Fail,resit_fee_revenue,900,450.0,1350.0
DDD,2014J,575566,60,0,Fail,-157.0,,Fail,resit_fee_revenue,600,300.0,900.0
DDD,2014J,575855,60,1,Pass,-43.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,575999,60,1,Fail,-109.0,,Fail,resit_fee_revenue,600,300.0,900.0
DDD,2014J,576306,60,1,Pass,-60.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,576515,60,0,Pass,-157.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,576885,120,0,Pass,-45.0,,Pass,revenue_secured,1200,0.0,1200.0
DDD,2014J,577196,60,1,Pass,-151.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,577359,120,0,Withdrawn,-107.0,11.0,Withdrawn,revenue_refunded,1200,0.0,300.0
DDD,2014J,577520,60,0,Pass,-30.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,577526,60,1,Pass,-94.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,577566,90,0,Pass,-35.0,,Pass,revenue_secured,900,0.0,900.0
DDD,2014J,577638,90,1,Pass,-60.0,,Pass,revenue_secured,900,0.0,900.0
DDD,2014J,577652,120,1,Pass,-122.0,,Pass,revenue_secured,1200,0.0,1200.0
DDD,2014J,577751,60,0,Pass,-101.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,577934,120,0,Withdrawn,-136.0,-16.0,Withdrawn,revenue_refunded,1200,0.0,300.0
DDD,2014J,577937,60,0,Pass,-115.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,577977,120,2,Withdrawn,-53.0,52.0,Withdrawn,revenue_lost,1200,0.0,1200.0
DDD,2014J,578395,60,0,Pass,-92.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,578427,60,1,Fail,-161.0,,Fail,resit_fee_revenue,600,300.0,900.0
DDD,2014J,578616,60,0,Pass,-72.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,578646,60,0,Pass,-100.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,578857,60,0,Pass,-154.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,579017,60,0,Pass,-134.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,579172,60,0,Fail,-67.0,,Fail,resit_fee_revenue,600,300.0,900.0
DDD,2014J,579386,60,0,Pass,-44.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,580450,60,1,Fail,-39.0,,Fail,resit_fee_revenue,600,300.0,900.0
DDD,2014J,580458,60,0,Pass,-37.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,580534,60,1,Fail,-59.0,,Fail,resit_fee_revenue,600,300.0,900.0
DDD,2014J,580838,60,0,Withdrawn,-116.0,,Withdrawn,revenue_lost,600,0.0,600.0
DDD,2014J,582009,60,0,Pass,-64.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,582197,60,0,Pass,-81.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,582608,120,0,Pass,-48.0,,Pass,revenue_secured,1200,0.0,1200.0
DDD,2014J,583092,60,0,Withdrawn,-44.0,53.0,Withdrawn,revenue_lost,600,0.0,600.0
DDD,2014J,583147,120,1,Withdrawn,-99.0,53.0,Withdrawn,revenue_lost,1200,0.0,1200.0
DDD,2014J,583276,60,0,Withdrawn,-35.0,71.0,Withdrawn,revenue_lost,600,0.0,600.0
DDD,2014J,583604,60,0,Withdrawn,-87.0,12.0,Withdrawn,revenue_refunded,600,0.0,150.0
DDD,2014J,584038,120,0,Withdrawn,-73.0,166.0,Withdrawn,revenue_lost,1200,0.0,1200.0
DDD,2014J,584077,90,2,Withdrawn,-60.0,44.0,Withdrawn,revenue_lost,900,0.0,900.0
DDD,2014J,584591,150,1,Withdrawn,-45.0,172.0,Withdrawn,revenue_lost,1500,0.0,1500.0
DDD,2014J,584981,90,1,Pass,-100.0,,Pass,revenue_secured,900,0.0,900.0
DDD,2014J,585153,120,0,Pass,-60.0,,Pass,revenue_secured,1200,0.0,1200.0
DDD,2014J,585354,60,0,Pass,-39.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,585432,60,0,Pass,-42.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,585526,150,0,Pass,-35.0,,Pass,revenue_secured,1500,0.0,1500.0
DDD,2014J,585626,60,0,Pass,-131.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,585773,60,0,Pass,-122.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,585832,60,0,Pass,-94.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,585998,60,1,Fail,-37.0,,Fail,resit_fee_revenue,600,300.0,900.0
DDD,2014J,586121,60,0,Pass,-51.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,586315,60,0,Pass,-29.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,586444,60,0,Withdrawn,-150.0,233.0,Withdrawn,revenue_lost,600,0.0,600.0
DDD,2014J,586729,120,0,Pass,-149.0,,Pass,revenue_secured,1200,0.0,1200.0
DDD,2014J,586946,60,1,Pass,-120.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,586957,120,0,Withdrawn,-78.0,-19.0,Withdrawn,revenue_refunded,1200,0.0,300.0
DDD,2014J,587140,60,0,Pass,-122.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,587375,60,0,Pass,-143.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,587446,90,1,Pass,-28.0,,Pass,revenue_secured,900,0.0,900.0
DDD,2014J,587576,120,2,Pass,-130.0,,Pass,revenue_secured,1200,0.0,1200.0
DDD,2014J,587579,60,0,Pass,-36.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,587772,90,1,Withdrawn,-24.0,12.0,Withdrawn,revenue_refunded,900,0.0,225.0
DDD,2014J,587777,60,0,Fail,-41.0,,Fail,resit_fee_revenue,600,300.0,900.0
DDD,2014J,588058,180,0,Withdrawn,-12.0,129.0,Withdrawn,revenue_lost,1800,0.0,1800.0
DDD,2014J,588179,120,0,Pass,-91.0,,Pass,revenue_secured,1200,0.0,1200.0
DDD,2014J,588203,120,0,Pass,-50.0,,Pass,revenue_secured,1200,0.0,1200.0
DDD,2014J,588240,60,0,Pass,-120.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,588383,180,0,Withdrawn,-72.0,-50.0,Withdrawn,revenue_refunded,1800,0.0,450.0
DDD,2014J,588954,120,1,Withdrawn,-56.0,44.0,Withdrawn,revenue_lost,1200,0.0,1200.0
DDD,2014J,589279,60,0,Pass,-43.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,589585,60,0,Pass,-162.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,590110,120,0,Withdrawn,-64.0,12.0,Withdrawn,revenue_refunded,1200,0.0,300.0
DDD,2014J,590127,60,0,Pass,-144.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,590227,60,0,Withdrawn,-65.0,203.0,Withdrawn,revenue_lost,600,0.0,600.0
DDD,2014J,590340,70,0,Distinction,-29.0,,Distinction,revenue_secured,700,0.0,700.0
DDD,2014J,590562,60,0,Pass,-77.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,590616,60,0,Fail,-37.0,,Fail,resit_fee_revenue,600,300.0,900.0
DDD,2014J,590632,60,0,Withdrawn,-44.0,4.0,Withdrawn,revenue_refunded,600,0.0,150.0
DDD,2014J,590753,60,0,Fail,-101.0,,Fail,resit_fee_revenue,600,300.0,900.0
DDD,2014J,590886,90,1,Pass,-85.0,,Pass,revenue_secured,900,0.0,900.0
DDD,2014J,590920,60,1,Pass,-101.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,591540,60,0,Pass,-36.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,591852,60,2,Withdrawn,-81.0,66.0,Withdrawn,revenue_lost,600,0.0,600.0
DDD,2014J,592214,60,0,Pass,-94.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,592221,90,0,Pass,-29.0,,Pass,revenue_secured,900,0.0,900.0
DDD,2014J,592344,180,0,Withdrawn,-144.0,5.0,Withdrawn,revenue_refunded,1800,0.0,450.0
DDD,2014J,592661,60,0,Pass,-108.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,592899,60,0,Fail,-113.0,,Fail,resit_fee_revenue,600,300.0,900.0
DDD,2014J,593099,60,1,Distinction,-142.0,,Distinction,revenue_secured,600,0.0,600.0
DDD,2014J,593373,60,0,Pass,-154.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,593556,60,0,Fail,-29.0,,Fail,resit_fee_revenue,600,300.0,900.0
DDD,2014J,593903,210,1,Pass,13.0,,Pass,revenue_secured,2100,0.0,2100.0
DDD,2014J,593976,60,0,Pass,-120.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,594033,60,0,Pass,-113.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,594048,60,0,Pass,-43.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,594071,60,0,Pass,-101.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,594161,60,0,Pass,-86.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,594164,270,1,Withdrawn,-113.0,-17.0,Withdrawn,revenue_refunded,2700,0.0,675.0
DDD,2014J,594329,60,0,Fail,-44.0,,Fail,resit_fee_revenue,600,300.0,900.0
DDD,2014J,594950,60,0,Distinction,-136.0,,Distinction,revenue_secured,600,0.0,600.0
DDD,2014J,595215,60,0,Pass,-50.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,595310,180,0,Pass,-44.0,,Pass,revenue_secured,1800,0.0,1800.0
DDD,2014J,595396,60,1,Withdrawn,-30.0,12.0,Withdrawn,revenue_refunded,600,0.0,150.0
DDD,2014J,595741,60,0,Fail,-35.0,,Fail,resit_fee_revenue,600,300.0,900.0
DDD,2014J,595787,60,0,Withdrawn,-30.0,167.0,Withdrawn,revenue_lost,600,0.0,600.0
DDD,2014J,595876,60,0,Pass,-45.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,595883,60,0,Fail,-116.0,,Fail,resit_fee_revenue,600,300.0,900.0
DDD,2014J,596322,60,0,Pass,-113.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,596359,60,0,Pass,-24.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,596420,60,0,Withdrawn,-60.0,67.0,Withdrawn,revenue_lost,600,0.0,600.0
DDD,2014J,596620,120,2,Withdrawn,-160.0,75.0,Withdrawn,revenue_lost,1200,0.0,1200.0
DDD,2014J,596759,60,0,Pass,-109.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,597529,60,0,Pass,-148.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,597608,60,0,Pass,-39.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,597779,60,0,Withdrawn,-99.0,206.0,Withdrawn,revenue_lost,600,0.0,600.0
DDD,2014J,597786,60,0,Pass,-22.0,,Pass,revenue_secured,600,0.0,600.0
DDD,2014J,597814,270,0,Withdrawn,-85.0,59.0,Withdrawn,revenue_lost,2700,0.0,2700.0
DDD,2014J,598103,60,0,Pass,-91.0,,Pass,revenue_secured,600,0.0,600.0
