id_student,date_registration,date_unregistration
601126,-45.0,
601132,-36.0,
601133,-50.0,
601155,-23.0,88.0
601157,-60.0,31.0
601175,-17.0,
601180,-45.0,186.0
601182,-46.0,
601184,-42.0,
601199,-39.0,
601204,-32.0,165.0
601211,-24.0,
601213,-53.0,
601217,-43.0,194.0
601223,-50.0,107.0
601224,-46.0,
601230,-37.0,
601234,-22.0,
601235,-28.0,
601238,-100.0,
601239,-22.0,
601243,-29.0,
601247,-81.0,
601248,-45.0,41.0
601251,-60.0,
601263,-66.0,
601266,-43.0,180.0
601269,-46.0,
601270,-32.0,23.0
601271,-28.0,122.0
601275,-38.0,
601276,-37.0,
601280,-64.0,-15.0
601285,-161.0,-12.0
601286,-42.0,123.0
601289,-65.0,202.0
601293,-52.0,
601310,-26.0,
601316,-175.0,20.0
601319,-67.0,
601329,-29.0,150.0
601345,-46.0,
601346,-46.0,
601356,-179.0,
601360,-36.0,
601370,-38.0,9.0
601375,-132.0,
601380,-50.0,
601386,-22.0,
601388,-59.0,
601389,-59.0,
601390,-53.0,
601392,-60.0,28.0
601399,-59.0,
601407,-58.0,143.0
601414,-38.0,
601418,-20.0,
601424,-56.0,5.0
601430,-52.0,
601431,-14.0,
601433,-29.0,
601435,-134.0,0.0
601439,-28.0,
601455,-11.0,
601464,-22.0,
601465,-44.0,
601467,-37.0,
601472,-3.0,153.0
601488,-42.0,-1.0
601491,-58.0,0.0
601497,-28.0,
601499,-28.0,
601504,-3.0,
601505,-30.0,
601511,-38.0,
601517,-17.0,
601529,-49.0,
601534,-32.0,
601546,-38.0,
601550,-110.0,
601551,-30.0,
601558,-12.0,
601560,-22.0,
601566,-66.0,
601567,-23.0,
601576,-17.0,
601579,-58.0,
601581,-28.0,
601583,-58.0,
601599,-74.0,
601605,-38.0,
601616,-36.0,
601635,-29.0,
601640,-58.0,-4.0
601645,-25.0,
601649,-123.0,-46.0
601652,-99.0,58.0
601653,-20.0,
601655,-59.0,
601678,-137.0,-86.0
601680,-25.0,171.0
601681,-31.0,
601706,-58.0,235.0
601731,-44.0,30.0
601735,-82.0,
601745,-58.0,
601753,-67.0,25.0
601757,-53.0,
601761,-58.0,132.0
601783,-25.0,30.0
601788,-57.0,
601803,-155.0,
601808,-44.0,
601820,-2.0,
601827,-58.0,171.0
601854,-31.0,
601855,-57.0,-17.0
601857,-56.0,
601862,-72.0,
601872,-138.0,
601873,-31.0,
601874,-4.0,
601882,-113.0,-53.0
601885,-58.0,
601887,-58.0,
601892,-22.0,
601896,-53.0,
601914,-35.0,
601930,-81.0,53.0
601934,-52.0,
601939,-22.0,
601949,-22.0,
601951,-52.0,
601952,-32.0,
601956,-134.0,
601963,-37.0,
601983,-26.0,
601997,-63.0,170.0
602004,-60.0,-42.0
602007,-38.0,
602009,-58.0,
602011,-25.0,30.0
602014,-35.0,
602023,-25.0,
602026,-22.0,
602029,-122.0,
602030,-58.0,97.0
602032,-57.0,
602037,-29.0,0.0
602042,-40.0,
602045,-127.0,
602053,-57.0,174.0
602061,-29.0,
602066,-35.0,
602072,-59.0,
602097,-29.0,
602099,-19.0,
602107,-22.0,
602109,-25.0,
602111,-25.0,
602123,-123.0,
602133,-37.0,
602147,-18.0,
602150,-50.0,20.0
602151,-37.0,
602152,-46.0,-17.0
602168,-42.0,
602175,-42.0,
602185,-60.0,
602228,-109.0,
602233,-22.0,
602244,-53.0,
602245,-45.0,
602268,-35.0,
602269,-25.0,
602275,-51.0,
602288,-49.0,
602302,-60.0,
602312,-64.0,68.0
602318,-27.0,
602320,-57.0,61.0
602324,-56.0,
602344,-22.0,
602356,-38.0,
602360,-18.0,
602365,-144.0,
602389,-46.0,
602395,-56.0,
602398,-56.0,
602401,-31.0,
602404,-29.0,
602406,-38.0,42.0
602413,-39.0,20.0
602424,-22.0,
602448,16.0,
602451,-45.0,
602452,-63.0,96.0
602453,-59.0,55.0
602454,-85.0,
602458,-46.0,
602468,-56.0,
602469,-50.0,
602470,-22.0,
602471,-81.0,
602483,-29.0,
602496,-32.0,
602502,-29.0,131.0
602511,-44.0,
602516,-31.0,
602528,-35.0,
602531,-22.0,
602533,-148.0,
602569,-28.0,
602570,-129.0,
602571,-175.0,66.0
602573,-28.0,
602577,-45.0,
602585,-43.0,40.0
602592,-30.0,
602594,-36.0,
602595,-50.0,
602598,-53.0,
602600,-37.0,
602604,-29.0,
602607,-24.0,
602616,-24.0,118.0
602631,-31.0,-1.0
602634,-29.0,0.0
602652,-45.0,37.0
602655,-60.0,5.0
602659,-42.0,-5.0
602663,-29.0,
602666,-53.0,9.0
602669,-35.0,
602672,-53.0,-1.0
602681,-23.0,
602683,-102.0,
602692,-42.0,-29.0
602696,-153.0,
602703,-51.0,
602706,-59.0,-32.0
602707,-73.0,
602711,-29.0,
602713,-29.0,
602718,-44.0,
602719,-32.0,
602721,-25.0,
602725,-36.0,
602729,-51.0,
602734,-32.0,
602739,-53.0,189.0
602745,-123.0,152.0
602767,-53.0,
602768,-29.0,
602777,-36.0,
602779,-30.0,
602780,-37.0,
602781,-53.0,0.0
602783,-56.0,
602792,-45.0,131.0
602803,-52.0,12.0
602806,-150.0,-80.0
602811,-19.0,
602815,-47.0,
602816,-52.0,
602818,-131.0,
602820,-34.0,
602826,-53.0,
602827,-29.0,
602830,-60.0,
602837,-51.0,
602854,-75.0,
602856,-59.0,
602858,-25.0,
602862,-28.0,
602863,-31.0,194.0
602865,-157.0,
602891,-41.0,-1.0
602895,-49.0,
602898,-154.0,38.0
602902,-60.0,
602913,-25.0,
602929,-128.0,
602943,-53.0,
602944,-51.0,
602948,-49.0,
602971,-53.0,-5.0
602973,-101.0,
602986,-39.0,
602991,-107.0,
602994,-32.0,137.0
602997,-24.0,51.0
603012,-31.0,
603030,-53.0,
603034,-42.0,
603035,-49.0,
603036,-53.0,
603038,-53.0,
603044,-25.0,
603049,-37.0,
603052,-53.0,-33.0
603053,-46.0,
603055,-38.0,
603058,-29.0,
603059,-27.0,
603061,-103.0,174.0
603064,-100.0,
603108,-80.0,
603111,-29.0,93.0
603112,-53.0,
603113,-53.0,3.0
603121,-11.0,
603123,-36.0,
603124,-121.0,2.0
603129,-63.0,
603148,-53.0,47.0
603155,-38.0,
603163,-89.0,
603164,-42.0,
603165,-35.0,
603170,-52.0,
603179,-20.0,
603199,-25.0,135.0
603200,-85.0,
603201,-59.0,-3.0
603203,-161.0,-152.0
603204,-29.0,-18.0
603210,-4.0,
603216,-28.0,
603220,-52.0,
603222,-52.0,
603224,-35.0,
603230,-37.0,
603231,-45.0,
603239,-162.0,
603241,-171.0,-80.0
603260,-50.0,103.0
603265,-28.0,
603270,-52.0,
603287,-46.0,
603296,-30.0,5.0
603300,-22.0,
603302,-57.0,60.0
603303,-30.0,
603309,-51.0,
603319,-151.0,143.0
603325,-57.0,
603327,-36.0,
603328,-35.0,
603341,-42.0,
603348,-177.0,-110.0
603357,-32.0,26.0
603365,-24.0,
603389,-52.0,
603398,-30.0,
603406,-30.0,
603410,-50.0,
603423,-50.0,130.0
603431,-53.0,
603437,-51.0,
603440,-52.0,
603446,-52.0,
603455,-51.0,
603469,-45.0,
603471,-43.0,0.0
603477,-25.0,
603483,-110.0,160.0
603490,-67.0,12.0
603493,-71.0,149.0
603498,-58.0,
603503,-46.0,
603513,-38.0,
603516,-51.0,-18.0
603529,-43.0,
603531,-29.0,
603539,-129.0,
603543,-82.0,
603559,-101.0,
603560,-45.0,55.0
603565,-50.0,180.0
603573,-36.0,
603575,-51.0,-22.0
603576,-51.0,
603579,-38.0,
603580,-17.0,
603585,-22.0,
603597,-31.0,
603600,-49.0,
603601,-32.0,
603611,-51.0,
603612,-8.0,
603620,-60.0,
603627,-28.0,
603639,-51.0,
603648,-17.0,
603651,-51.0,
603661,-30.0,
603669,-57.0,25.0
603684,-43.0,0.0
603685,-58.0,
603690,-61.0,
603694,-164.0,
603700,-71.0,
603726,-36.0,12.0
603728,-56.0,
603730,-58.0,
603731,-84.0,
603733,-50.0,
603739,-81.0,151.0
603740,-39.0,
603746,-122.0,
603749,-51.0,-30.0
603762,-164.0,
603763,-22.0,
603789,-22.0,0.0
603791,-22.0,
603803,-57.0,60.0
603818,-32.0,144.0
603819,-37.0,
603827,-37.0,
603832,-165.0,111.0
603834,-5.0,
603848,-32.0,102.0
603850,-57.0,18.0
603859,-17.0,
603861,-38.0,241.0
603873,-37.0,10.0
603888,-93.0,-59.0
603908,-22.0,
603910,-15.0,94.0
603912,-28.0,
603913,-31.0,
603918,-32.0,
603921,-8.0,
603931,-57.0,-52.0
603953,-56.0,-9.0
603961,-85.0,
603972,-165.0,195.0
603979,-98.0,34.0
603999,-164.0,-158.0
604027,-81.0,25.0
604050,-46.0,
604055,-45.0,
604057,-37.0,
604061,-115.0,
604064,-26.0,
604072,-56.0,
604078,-169.0,-52.0
604079,-49.0,5.0
604087,-29.0,
604095,-36.0,
604096,-31.0,
604106,-141.0,
604110,-36.0,
604116,-22.0,
604118,-38.0,
604142,-49.0,159.0
604147,-32.0,
604151,-19.0,
604153,-22.0,
604154,-3.0,
604156,-44.0,
604161,-15.0,-2.0
604164,-29.0,136.0
604172,-44.0,
604174,-29.0,
604184,-25.0,
604187,-32.0,
604196,-22.0,
604200,-42.0,
604204,-3.0,
604213,-36.0,
604228,-49.0,66.0
604234,-165.0,
604238,-42.0,
604258,-37.0,65.0
604267,-175.0,82.0
604270,-138.0,
604281,-50.0,
604292,-38.0,
604293,-168.0,
604296,-31.0,0.0
604298,-32.0,0.0
604315,-49.0,
604317,-51.0,
604326,-93.0,
604336,-26.0,
604337,-25.0,
604338,-25.0,
604340,-146.0,-45.0
604356,-49.0,
604358,-52.0,
604375,-35.0,-33.0
604378,-49.0,
604379,-30.0,
604392,-32.0,0.0
604393,-22.0,
604398,,-1.0
604416,-35.0,
604423,-35.0,
604427,-46.0,
604449,-45.0,0.0
604462,-53.0,
604471,-43.0,
604478,-31.0,
604480,,-168.0
604482,-92.0,
604490,-124.0,69.0
604498,-56.0,
604500,-17.0,
604502,-121.0,
604504,-12.0,
604514,-32.0,
604517,-32.0,
604523,-30.0,19.0
604534,-26.0,
604536,-26.0,
604539,-22.0,
604543,-38.0,
604546,-39.0,89.0
604556,-37.0,
604559,-53.0,
604567,-52.0,
604571,-29.0,
604574,-53.0,146.0
604581,-32.0,
604583,-28.0,67.0
604588,-31.0,220.0
604606,-45.0,80.0
604610,-35.0,0.0
604614,-144.0,-1.0
604619,-46.0,-25.0
604627,-44.0,
604632,,12.0
604633,-46.0,
604635,-25.0,
604641,-36.0,
604643,-46.0,0.0
604652,-36.0,-29.0
604655,-53.0,223.0
604665,-113.0,0.0
604671,-65.0,
604678,-122.0,-113.0
604685,-44.0,
604692,-53.0,90.0
604694,-88.0,69.0
604698,-50.0,
604700,-30.0,
604704,-78.0,60.0
604709,-65.0,
604721,-31.0,
604723,-17.0,
604725,-116.0,
604729,-53.0,-22.0
604731,-42.0,
604741,-15.0,
604752,-46.0,
604755,-17.0,
604766,-38.0,
604789,-164.0,
604799,-45.0,
604817,-45.0,
604825,-122.0,158.0
604828,-24.0,
604854,-43.0,
604875,-25.0,14.0
604879,-43.0,
604889,-45.0,2.0
604901,-115.0,
604905,-131.0,
604906,-42.0,
604907,-32.0,
604912,-36.0,0.0
604916,-22.0,
604917,-24.0,
604918,-29.0,
604919,-36.0,
604921,-4.0,
604923,-8.0,
604930,-53.0,
604932,-8.0,
604939,-46.0,
604942,-5.0,
604945,-32.0,
604946,-46.0,6.0
604950,-29.0,
604951,-29.0,
604952,-51.0,130.0
604962,-8.0,44.0
604966,-8.0,
604969,-149.0,209.0
604980,-29.0,
604982,-8.0,
604990,-162.0,
604991,-141.0,
604997,-27.0,
605005,-36.0,12.0
605009,-37.0,
605012,-30.0,
605027,-26.0,
605048,-38.0,
605068,-162.0,
605069,-21.0,
605070,-39.0,
605072,-37.0,
605089,-136.0,
605091,-46.0,33.0
605102,-45.0,
605105,-51.0,
605108,,-46.0
605111,-32.0,
605118,-31.0,
605125,-9.0,
605129,-7.0,
605130,-100.0,-25.0
605131,-164.0,0.0
605136,-127.0,26.0
605144,-39.0,
605145,-43.0,0.0
605156,-22.0,
605176,-24.0,
605180,-36.0,209.0
605186,-28.0,
605191,-42.0,
605195,-22.0,
605207,-31.0,
605225,-28.0,
605228,-45.0,0.0
605243,-157.0,
605245,-39.0,
605246,-30.0,
605255,-36.0,
605262,-28.0,-5.0
605264,-31.0,
605265,-30.0,
605266,-51.0,
605269,-43.0,186.0
605292,-38.0,12.0
605294,-25.0,
605301,-37.0,
605306,-26.0,187.0
605309,-45.0,
605312,-130.0,
605313,-26.0,184.0
605325,-17.0,
605327,-31.0,
605361,-30.0,
605367,-53.0,
605370,-104.0,
605372,-45.0,
605375,-66.0,
605383,-28.0,48.0
605388,-31.0,-19.0
605390,-31.0,
605394,-29.0,
605409,-31.0,
605438,-38.0,
605445,-88.0,
605459,-24.0,
605468,-46.0,117.0
605474,-116.0,
605475,-25.0,
605476,-24.0,
605480,-44.0,130.0
605488,-136.0,
605493,-25.0,
605494,-44.0,
605505,-37.0,220.0
605521,-51.0,
605522,-17.0,
605538,-25.0,
605540,-51.0,
605541,-29.0,
605545,-44.0,193.0
605556,-8.0,
605561,-39.0,
605571,-24.0,
605587,-30.0,97.0
605589,-42.0,
605594,-35.0,
605595,-44.0,
605596,-161.0,
605597,-64.0,
605598,-38.0,
605621,-43.0,
605652,19.0,70.0
605666,-30.0,
605672,-169.0,
605676,-30.0,-1.0
605679,-36.0,
605682,-58.0,
605688,-36.0,
605691,-32.0,9.0
605692,-19.0,
605693,-156.0,
605695,-137.0,
605702,-71.0,
605703,-50.0,
605733,-43.0,
605756,-44.0,
605759,-90.0,226.0
605770,-30.0,
605771,-82.0,-51.0
605781,-17.0,
605828,-17.0,
605832,-21.0,
605836,-72.0,
605840,-115.0,
605854,-38.0,
605859,-37.0,136.0
605861,-29.0,
605868,-63.0,
605876,-129.0,
605882,-3.0,41.0
605885,-42.0,165.0
605886,-36.0,
605890,-121.0,
605901,-31.0,
605905,-37.0,
605908,-42.0,173.0
605914,-22.0,-16.0
605916,-44.0,
605920,-24.0,
605921,-37.0,
605926,-43.0,-26.0
605930,-17.0,
605939,-45.0,-7.0
605940,-38.0,167.0
605941,-50.0,
605954,-31.0,
605956,-155.0,216.0
605971,-156.0,-109.0
605974,-42.0,
605977,-31.0,
605988,-43.0,
605993,-31.0,
605996,-73.0,
606002,-35.0,
606004,-29.0,4.0
606006,-32.0,117.0
606025,-50.0,0.0
606027,-51.0,
606028,-26.0,
606036,-22.0,34.0
606047,-36.0,
606052,-24.0,
606062,-43.0,
606063,-43.0,114.0
606064,-30.0,
606069,-121.0,
606075,-32.0,
606079,-28.0,
606082,-19.0,
606089,-80.0,12.0
606097,-35.0,
606101,-11.0,
606104,-29.0,
606105,-100.0,
606127,-109.0,18.0
606134,-108.0,
606143,-43.0,
606155,-161.0,-9.0
606167,-21.0,
606170,-29.0,
606175,-103.0,
606179,-43.0,
606182,-138.0,
606189,-28.0,4.0
606190,-31.0,-11.0
606194,-10.0,
606205,-116.0,-59.0
606206,-17.0,
606229,-42.0,
606233,-24.0,
606239,-30.0,
606245,-24.0,
606247,-44.0,-4.0
606257,-43.0,
606270,-49.0,
606274,-100.0,
606282,-161.0,
606290,-134.0,0.0
606293,-71.0,-32.0
606296,-50.0,
606300,-146.0,-59.0
606303,-38.0,-12.0
606304,-36.0,
606313,-64.0,
606319,-35.0,
606322,-49.0,
606333,-42.0,0.0
606335,-108.0,-7.0
606344,-36.0,
606345,-25.0,
606350,-15.0,
606355,-42.0,150.0
606369,-42.0,-11.0
606373,-22.0,
606377,-38.0,
606386,-32.0,
606388,-17.0,67.0
606389,-117.0,
606391,-22.0,
606407,-32.0,157.0
606409,-26.0,
606410,-22.0,
606412,-17.0,
606414,-22.0,
606417,-157.0,-105.0
606418,-29.0,32.0
606420,-8.0,
606422,-31.0,
606425,-42.0,103.0
606426,-2.0,16.0
606428,-38.0,89.0
606435,-24.0,
606436,-21.0,166.0
606442,-136.0,
606444,-31.0,
606450,-25.0,
606458,-1.0,
606459,-22.0,74.0
606463,-49.0,
606465,-22.0,
606471,-49.0,
606477,-21.0,110.0
606492,-49.0,
606496,-38.0,
606497,-29.0,
606501,-99.0,38.0
606513,-37.0,131.0
606517,-29.0,
606529,-88.0,
606531,-81.0,
606535,-85.0,
606546,-42.0,
606562,-42.0,
606570,-24.0,
606572,-30.0,
606574,-29.0,
606586,-73.0,
606593,-32.0,122.0
606602,-16.0,
606606,-32.0,
606607,-22.0,108.0
606612,-25.0,30.0
606627,-29.0,-1.0
606634,-96.0,
606651,-38.0,
606663,-156.0,-51.0
606665,-45.0,
606685,-21.0,
606690,-23.0,
606697,-10.0,
606705,-61.0,
606707,-60.0,
606711,-36.0,
606712,-29.0,
606713,-22.0,
606719,-32.0,4.0
606724,-36.0,
606736,-38.0,73.0
606743,-38.0,
606757,-107.0,
606762,-38.0,
606788,-35.0,
606797,-29.0,0.0
606802,-157.0,90.0
606805,-80.0,143.0
606815,-27.0,
606817,-38.0,
606827,-38.0,47.0
606828,-82.0,
606835,-38.0,
606837,-109.0,
606856,-57.0,158.0
606858,-59.0,
606861,-135.0,
606864,-24.0,
606869,-26.0,
606870,-22.0,
606884,-103.0,
606895,-24.0,
606903,-38.0,
606904,-34.0,
606905,-44.0,0.0
606908,-45.0,
606911,-32.0,13.0
606914,-150.0,163.0
606918,-38.0,
606930,-36.0,192.0
606935,-29.0,
606939,-37.0,
606966,-25.0,
606967,-24.0,-1.0
606972,-30.0,30.0
606976,-25.0,
606977,-146.0,
606990,-38.0,
606998,-38.0,
607011,-28.0,
607018,-24.0,
607047,-25.0,
607052,-38.0,
607060,-38.0,
607061,-36.0,
607062,-31.0,30.0
607063,-140.0,-72.0
607068,-24.0,30.0
607073,-45.0,
607080,-31.0,-3.0
607085,-38.0,
607094,-16.0,
607097,-38.0,
607108,-163.0,
607110,-22.0,166.0
607118,-31.0,
607130,-51.0,
607134,-32.0,
607135,-31.0,
607143,-38.0,
607151,-45.0,
607163,-26.0,
607176,-35.0,200.0
607178,-17.0,
607196,-35.0,
607200,-28.0,
607214,-50.0,16.0
607220,-137.0,
607231,-42.0,
607235,-95.0,
607243,-56.0,
607247,-36.0,
607256,-28.0,
607286,-22.0,89.0
607293,-22.0,
607300,10.0,
607303,-24.0,
607309,-38.0,79.0
607316,-31.0,
607337,-26.0,
607339,-164.0,0.0
607342,-29.0,
607380,-123.0,
607382,-38.0,
607387,-28.0,
607398,-37.0,
607407,-29.0,
607411,-96.0,35.0
607413,-93.0,-46.0
607427,-39.0,68.0
607429,-28.0,
607436,-131.0,82.0
607442,-36.0,37.0
607443,-36.0,
607453,-99.0,-74.0
607462,-46.0,
607473,-8.0,85.0
607483,-36.0,
607485,-35.0,
607487,-82.0,19.0
607493,-22.0,
607498,-37.0,
607501,-95.0,
607507,-26.0,
607510,-29.0,
607514,-28.0,
607515,-42.0,0.0
607517,-36.0,0.0
607525,-135.0,
607529,-64.0,
607530,-85.0,
607533,-31.0,202.0
607536,-130.0,
607538,-36.0,
607547,-28.0,
607548,-24.0,
607555,-37.0,
607570,-109.0,
607572,-115.0,
607577,-28.0,
607586,-31.0,
607600,-28.0,
607603,-48.0,
607607,-36.0,0.0
607609,-35.0,63.0
607613,-28.0,0.0
607622,-44.0,
607629,-30.0,3.0
607636,-22.0,
607638,-85.0,
607642,-19.0,
607646,,-38.0
607650,-25.0,
607668,-74.0,
607670,-36.0,
607678,-82.0,
607679,-129.0,
607696,-29.0,
607699,-35.0,
607700,-98.0,
607702,-17.0,
607703,,-156.0
607705,-147.0,-4.0
607725,-24.0,
607733,-43.0,46.0
607735,-29.0,
607738,-122.0,-8.0
607754,-38.0,
607762,-28.0,
607767,-15.0,
607778,-37.0,
607794,-17.0,
607797,-29.0,
607798,-29.0,
607800,-44.0,
607804,-28.0,
607808,-31.0,
607812,-65.0,
607814,-30.0,
607827,-31.0,
607835,-36.0,
607848,-28.0,115.0
607849,-24.0,
607854,-44.0,
607861,-37.0,0.0
607866,-32.0,128.0
607883,-36.0,0.0
607887,-36.0,
607888,-30.0,-28.0
607889,-29.0,
607892,-28.0,
607896,-118.0,-105.0
607899,-25.0,
607900,-43.0,
607909,-29.0,
607912,-24.0,
607914,-36.0,
607923,-21.0,
607927,-43.0,
607928,-42.0,4.0
607937,-8.0,
607938,-36.0,
607939,-66.0,
607946,-138.0,11.0
607947,-31.0,
607953,-59.0,
607957,-36.0,228.0
607966,-42.0,199.0
607973,-162.0,-50.0
607975,-99.0,
607979,-27.0,
608000,-35.0,
608008,-35.0,
608024,-36.0,
608026,-36.0,-31.0
608038,-36.0,-8.0
608041,-36.0,
608043,-32.0,
608047,-36.0,
608060,-30.0,-4.0
608062,-39.0,
608068,-44.0,187.0
608104,-100.0,
608109,-23.0,
608110,-148.0,
608111,-30.0,93.0
608114,-28.0,
608115,-29.0,
608130,-31.0,
608134,-24.0,
608144,-29.0,
608152,-108.0,
608164,-53.0,
608169,-35.0,
608170,-43.0,-7.0
608173,-93.0,20.0
608178,-43.0,
608195,-22.0,
608196,-15.0,
608197,-17.0,
608198,-36.0,
608206,-39.0,167.0
608211,-36.0,0.0
608217,-42.0,
608221,-1.0,
608231,-36.0,
608238,-24.0,
608243,-35.0,
608248,-30.0,32.0
608263,-43.0,
608264,-36.0,
608267,-31.0,
608280,-30.0,
608284,-43.0,
608292,-150.0,
608306,-22.0,
608318,-22.0,
608319,-42.0,4.0
608322,-25.0,
608348,-24.0,0.0
608349,-31.0,
608356,-35.0,
608407,-29.0,
608417,-29.0,
608419,-35.0,
608421,-32.0,
608422,-35.0,
608423,-100.0,170.0
608440,-37.0,-11.0
608448,-130.0,
608449,-32.0,
608453,-28.0,0.0
608459,-19.0,174.0
608464,-40.0,
608472,-22.0,
608477,-30.0,
608487,-17.0,
608488,-153.0,
608497,-21.0,115.0
608504,-32.0,
608535,-29.0,-12.0
608536,-72.0,
608549,-154.0,-53.0
608564,-32.0,
608571,-42.0,
608577,-43.0,205.0
608578,-29.0,
608591,-35.0,0.0
608596,-27.0,
608606,-35.0,-1.0
608618,-122.0,-17.0
608623,-35.0,
608628,-12.0,
608630,-42.0,
608638,-39.0,107.0
608643,-39.0,
608647,-3.0,
608649,-115.0,130.0
608669,-22.0,
608672,-24.0,
608681,-35.0,
608693,-24.0,
608694,-150.0,7.0
608698,-35.0,
608714,-22.0,
608719,-35.0,38.0
608724,-28.0,
608727,-35.0,-11.0
608733,-34.0,
608735,-28.0,
608737,-32.0,
608738,-32.0,
608744,-29.0,
608745,-37.0,
608746,-23.0,
608747,-27.0,
608750,-22.0,7.0
608753,-32.0,
608766,-22.0,
608772,-128.0,174.0
608774,-54.0,-10.0
608775,-162.0,
608815,-35.0,
608821,-23.0,-1.0
608827,-19.0,
608842,-162.0,
608848,-39.0,-7.0
608851,-35.0,
608853,-144.0,
608864,-32.0,46.0
608866,-32.0,179.0
608884,-32.0,
608891,-68.0,
608904,-103.0,
608907,-61.0,
608909,-27.0,
608913,-22.0,
608923,-39.0,
608939,-32.0,
608942,-28.0,128.0
608943,-39.0,23.0
608961,-155.0,
608966,-30.0,
608967,-22.0,
608978,-81.0,
608983,-39.0,
608997,-25.0,
609010,-32.0,
609019,-100.0,
609025,-30.0,
609031,-39.0,
609044,-35.0,
609045,-108.0,
609046,-29.0,
609047,-22.0,
609089,-39.0,30.0
609097,-32.0,
609107,-30.0,-3.0
609142,-25.0,
609163,-32.0,0.0
609171,-151.0,
609184,-28.0,
609190,-1.0,10.0
609192,-32.0,
609193,-32.0,33.0
609194,-20.0,
609203,-84.0,
609220,-31.0,
609221,-29.0,
609229,-31.0,
609230,-29.0,53.0
609235,-14.0,
609240,-121.0,
609241,-25.0,-12.0
609242,-38.0,
609244,-19.0,
609245,-136.0,
609257,-4.0,
609265,-149.0,
609267,-150.0,-9.0
609277,-31.0,
609282,-85.0,-16.0
609297,-101.0,
609307,-31.0,
609326,-79.0,
609330,-37.0,
609347,-22.0,128.0
609354,-61.0,156.0
609365,-109.0,
609367,-29.0,-5.0
609381,-38.0,-7.0
609383,-22.0,26.0
609388,-32.0,0.0
609396,-19.0,97.0
609399,-39.0,
609403,-24.0,
609416,-25.0,
609422,-32.0,65.0
609426,-100.0,
609427,-77.0,
609435,-32.0,51.0
609439,-32.0,
609450,-43.0,24.0
609456,-102.0,
609460,-32.0,
609480,-36.0,
609488,-32.0,
609489,-17.0,80.0
609490,-32.0,0.0
609510,-25.0,
609513,-31.0,
609515,-78.0,
609527,-32.0,
609535,-24.0,
609537,-32.0,
609538,-23.0,
609556,-107.0,
609557,-23.0,
609558,-31.0,
609567,-26.0,-15.0
609570,-22.0,
609573,-148.0,
609583,-17.0,58.0
609593,-38.0,
609596,-150.0,
609602,-107.0,
609605,-100.0,-72.0
609645,-27.0,
609655,-45.0,
609679,-25.0,
609681,-93.0,143.0
609682,-22.0,
609704,-25.0,
609708,-71.0,
609743,-29.0,
609748,-30.0,124.0
609754,-101.0,
609761,-26.0,
609764,-24.0,
609777,-30.0,
609797,-21.0,223.0
609804,-29.0,
609811,-29.0,
609812,-29.0,
609815,-29.0,
609817,-29.0,
609823,-15.0,125.0
609828,-129.0,-1.0
609831,-31.0,
609837,-26.0,
609850,-28.0,
609852,-146.0,
609860,-29.0,6.0
609864,-29.0,
609868,-123.0,
609871,-29.0,
609873,-29.0,100.0
609882,-29.0,
609887,-31.0,
609891,-30.0,-30.0
609900,-23.0,
609908,-30.0,
609912,-23.0,
609927,-31.0,
609932,-32.0,
609946,-124.0,181.0
609969,-22.0,
609979,-26.0,
609985,-15.0,
610012,-23.0,
610016,-26.0,97.0
610019,-35.0,
610025,-22.0,
610032,-21.0,
610033,-16.0,
610057,-27.0,
610059,-22.0,
610094,-134.0,
610097,-30.0,
610099,-29.0,
610106,-37.0,46.0
610118,-31.0,
610127,-66.0,
610129,-144.0,-60.0
610143,-21.0,
610158,-29.0,
610170,-37.0,76.0
610172,-29.0,
610188,-30.0,
610197,-88.0,
610220,-37.0,
610225,-3.0,
610228,-51.0,97.0
610234,-109.0,-24.0
610239,-74.0,
610244,-22.0,
610257,-21.0,
610258,-29.0,
610260,-28.0,
610261,-123.0,
610266,-27.0,
610267,-95.0,39.0
610272,-43.0,
610273,-149.0,
610275,-65.0,
610278,-22.0,
610279,-36.0,
610285,-12.0,
610287,-61.0,198.0
610292,-29.0,93.0
610302,-21.0,
610312,-30.0,
610324,-30.0,
610326,-123.0,
610335,-30.0,0.0
610336,-17.0,
610340,-86.0,
610347,-25.0,
610362,-30.0,
610373,-88.0,
610380,-24.0,
610385,-162.0,
610391,-93.0,
610392,-30.0,0.0
610393,-36.0,
610398,-22.0,
610400,-30.0,
610402,-36.0,123.0
610405,-28.0,
610416,-22.0,
610423,-29.0,
610428,-30.0,
610437,-91.0,-81.0
610449,-29.0,-9.0
610453,-30.0,
610455,-29.0,146.0
610461,-10.0,
610469,-31.0,79.0
610470,-58.0,
610494,-111.0,3.0
610503,-29.0,
610515,-1.0,
610517,-29.0,
610530,-36.0,
610531,-154.0,-59.0
610537,-25.0,
610545,-38.0,
610549,-12.0,
610553,-30.0,
610557,-25.0,
610569,-36.0,
610573,-25.0,
610575,-29.0,
610577,-29.0,
610589,-102.0,-52.0
610595,-29.0,
610597,-35.0,
610603,-35.0,
610606,-25.0,27.0
610609,-148.0,-1.0
610622,-142.0,59.0
610637,-29.0,
610643,-29.0,
610650,-66.0,
610672,-122.0,
610681,-18.0,
610684,-82.0,
610687,-12.0,
610695,-29.0,12.0
610700,-29.0,
610701,-31.0,
610718,-23.0,
610725,-29.0,
610731,-29.0,
